epoch,loss
1,2.839838981628418
2,2.7431490421295166
3,2.714282274246216
4,2.783008337020874
5,2.8304803371429443
6,2.749225616455078
7,2.6028261184692383
8,2.49492621421814
9,2.487846612930298
10,2.467008590698242
11,2.4554405212402344
12,2.432403802871704
13,2.40066909790039
14,2.3627870082855225
15,2.321200132369995
16,2.278416156768799
17,2.237301826477051
18,2.201730489730835
19,2.17798924446106
20,2.17303466796875
