stu_id,epoch,loss,accuracy
0,1,3.425755739212036,0.5
0,2,2.8722212314605713,0.5625
0,3,2.7671728134155273,0.5
0,4,2.8987576961517334,0.4375
0,5,2.853365898132324,0.4375
0,6,2.6291096210479736,0.5
0,7,2.437295913696289,0.6875
0,8,2.412672519683838,0.625
0,9,2.477968215942383,0.5
0,10,2.4994120597839355,0.5625
0,11,2.4915926456451416,0.625
0,12,2.473433256149292,0.625
0,13,2.4474945068359375,0.625
0,14,2.415949821472168,0.625
0,15,2.380655288696289,0.75
0,16,2.343202590942383,0.75
0,17,2.3049283027648926,0.75
0,18,2.266906499862671,0.75
0,19,2.229978084564209,0.75
0,20,2.194632053375244,0.8125
1,1,2.9464101791381836,0.8125
1,2,2.7449235916137695,0.5625
1,3,2.4195027351379395,0.4375
1,4,2.7555394172668457,0.375
1,5,2.9633166790008545,0.4375
1,6,2.8760008811950684,0.5625
1,7,2.665921688079834,0.5625
1,8,2.502202033996582,0.375
1,9,2.453712224960327,0.5
1,10,2.4086618423461914,0.5
1,11,2.39540433883667,0.5
1,12,2.3698370456695557,0.5
1,13,2.335167169570923,0.5
1,14,2.2943994998931885,0.625
1,15,2.250493288040161,0.625
1,16,2.206528425216675,0.6875
1,17,2.1657910346984863,0.75
1,18,2.131547451019287,0.75
1,19,2.1062026023864746,1.0
1,20,2.090106964111328,0.9375
2,1,3.2950024604797363,0.5
2,2,2.7807493209838867,0.5625
2,3,2.434370279312134,0.625
2,4,2.4354162216186523,0.6875
2,5,2.631267786026001,0.5625
2,6,2.7400894165039062,0.5
2,7,2.688185214996338,0.5625
2,8,2.568216562271118,0.5
2,9,2.469388246536255,0.5625
2,10,2.4186973571777344,0.4375
2,11,2.409146785736084,0.4375
2,12,2.3875861167907715,0.5
2,13,2.356779098510742,0.5625
2,14,2.319345474243164,0.5625
2,15,2.2777817249298096,0.5625
2,16,2.234506607055664,0.5625
2,17,2.1918952465057373,0.625
2,18,2.15234637260437,0.6875
2,19,2.1184990406036377,0.6875
2,20,2.0932693481445312,0.75
3,1,2.890167236328125,0.625
3,2,2.549839735031128,0.5625
3,3,2.545802354812622,0.375
3,4,2.7206430435180664,0.5
3,5,2.7250618934631348,0.5
3,6,2.528615713119507,0.5
3,7,2.2803397178649902,0.625
3,8,2.2935404777526855,0.5625
3,9,2.396233558654785,0.5625
3,10,2.405259132385254,0.5625
