epoch,loss
1,2.298990249633789
2,2.2628703117370605
3,2.225641250610352
4,2.189791679382324
5,2.159496307373047
6,2.138873815536499
7,2.126544713973999
8,2.1183524131774902
9,2.112211942672729
10,2.107085704803467
11,2.1016857624053955
12,2.0948164463043213
13,2.0859766006469727
14,2.0756149291992188
15,2.06516170501709
16,2.0567843914031982
17,2.052659749984741
18,2.0533504486083984
19,2.057227611541748
20,2.061985731124878
