stu_id,epoch,loss,accuracy
0,1,3.0718257427215576,0.625
0,2,2.609001398086548,0.75
0,3,2.4601616859436035,0.625
0,4,2.6276397705078125,0.4375
0,5,2.791792392730713,0.375
0,6,2.73685622215271,0.5
0,7,2.5675315856933594,0.375
0,8,2.386369228363037,0.625
0,9,2.264260768890381,0.75
0,10,2.2113430500030518,0.75
0,11,2.2067322731018066,0.6875
0,12,2.196209192276001,0.75
0,13,2.1813533306121826,0.75
0,14,2.1636266708374023,0.75
0,15,2.1444220542907715,0.75
0,16,2.125105857849121,0.875
0,17,2.107053279876709,0.875
0,18,2.0916035175323486,0.9375
0,19,2.080230236053467,0.9375
0,20,2.0741496086120605,0.9375
1,1,3.365431547164917,0.4375
1,2,2.7853965759277344,0.4375
1,3,2.4615979194641113,0.5
1,4,2.5445218086242676,0.6875
1,5,2.55985689163208,0.625
1,6,2.4292831420898438,0.6875
1,7,2.3174924850463867,0.75
1,8,2.344560384750366,0.5625
1,9,2.4097375869750977,0.5
1,10,2.393162250518799,0.5
1,11,2.3802356719970703,0.4375
1,12,2.3542935848236084,0.4375
1,13,2.3187243938446045,0.5
1,14,2.2766308784484863,0.5
1,15,2.230996608734131,0.5
1,16,2.1850271224975586,0.5
1,17,2.1424622535705566,0.625
1,18,2.107578754425049,0.75
1,19,2.084298849105835,0.75
1,20,2.0740160942077637,0.6875
2,1,3.32753586769104,0.5625
2,2,2.9411661624908447,0.25
2,3,2.3827767372131348,0.5
2,4,2.4875524044036865,0.6875
2,5,2.5840940475463867,0.75
2,6,2.5063743591308594,0.75
2,7,2.3477513790130615,0.8125
2,8,2.2488653659820557,0.75
2,9,2.3582253456115723,0.3125
2,10,2.51485538482666,0.3125
2,11,2.5134730339050293,0.3125
2,12,2.4930200576782227,0.3125
2,13,2.457523822784424,0.3125
2,14,2.4105334281921387,0.25
2,15,2.3553903102874756,0.25
2,16,2.295478582382202,0.25
2,17,2.234551191329956,0.4375
2,18,2.1771347522735596,0.5625
2,19,2.128838300704956,0.625
2,20,2.0956060886383057,0.6875
3,1,3.2324423789978027,0.3125
3,2,2.6911988258361816,0.625
3,3,2.4146060943603516,0.6875
3,4,2.5234742164611816,0.5625
3,5,2.6058177947998047,0.625
3,6,2.519864082336426,0.5
3,7,2.3721299171447754,0.5625
3,8,2.318000316619873,0.5625
3,9,2.3572657108306885,0.5625
3,10,2.3626203536987305,0.5625
3,11,2.354391098022461,0.5625
3,12,2.3343961238861084,0.5625
3,13,2.3053231239318848,0.5625
3,14,2.2695233821868896,0.625
3,15,2.229185104370117,0.625
3,16,2.186567544937134,0.625
3,17,2.14455509185791,0.625
3,18,2.108159303665161,0.8125
3,19,2.086233139038086,0.875
3,20,2.0816824436187744,0.75
4,1,3.2184557914733887,0.5
4,2,2.8104305267333984,0.625
4,3,2.464341402053833,0.5625
4,4,2.4991683959960938,0.5
4,5,2.6573002338409424,0.5
4,6,2.6199469566345215,0.5
4,7,2.4967455863952637,0.6875
4,8,2.3939526081085205,0.75
4,9,2.32356333732605,0.625
4,10,2.252060890197754,0.6875
4,11,2.2414908409118652,0.625
4,12,2.2226991653442383,0.625
4,13,2.1981844902038574,0.6875
4,14,2.170393705368042,0.6875
4,15,2.1417667865753174,0.75
4,16,2.1149065494537354,0.875
4,17,2.0926549434661865,0.875
4,18,2.0779480934143066,0.875
4,19,2.073103189468384,0.9375
4,20,2.0777876377105713,0.625
5,1,3.7013297080993652,0.25
5,2,2.9762935638427734,0.625
5,3,2.458936929702759,0.5625
5,4,2.3306961059570312,0.8125
5,5,2.5040769577026367,0.75
5,6,2.6115670204162598,0.5625
5,7,2.5807442665100098,0.5
5,8,2.4852123260498047,0.5625
5,9,2.394580125808716,0.6875
5,10,2.321638345718384,0.625
5,11,2.3101627826690674,0.5625
5,12,2.2891767024993896,0.5625
5,13,2.2610247135162354,0.5625
5,14,2.228006601333618,0.625
5,15,2.192441463470459,0.625
5,16,2.1567728519439697,0.75
5,17,2.1236519813537598,0.8125
5,18,2.0958199501037598,0.8125
5,19,2.0755562782287598,0.9375
5,20,2.063912868499756,0.8125
6,1,3.232288360595703,0.5
6,2,2.548557758331299,0.6875
6,3,2.429687976837158,0.75
6,4,2.605182647705078,0.5
6,5,2.764718532562256,0.5
6,6,2.7811098098754883,0.4375
6,7,2.694063186645508,0.4375
6,8,2.5584073066711426,0.5625
6,9,2.448213815689087,0.5
6,10,2.370741128921509,0.5625
6,11,2.35844349861145,0.5625
6,12,2.3361282348632812,0.5625
6,13,2.306328058242798,0.5625
6,14,2.271423816680908,0.5625
6,15,2.233755350112915,0.625
6,16,2.195735216140747,0.75
6,17,2.159938335418701,0.8125
6,18,2.1290833950042725,0.8125
6,19,2.1056387424468994,0.8125
6,20,2.090542793273926,0.6875
7,1,3.277169942855835,0.625
7,2,2.81964373588562,0.625
7,3,2.486769676208496,0.5
7,4,2.631513833999634,0.5
7,5,2.7134408950805664,0.5625
7,6,2.57603120803833,0.5625
7,7,2.4126996994018555,0.5
7,8,2.360656261444092,0.5625
7,9,2.3640050888061523,0.6875
7,10,2.3429434299468994,0.625
7,11,2.332937240600586,0.625
7,12,2.312572479248047,0.625
7,13,2.2842745780944824,0.625
7,14,2.2502176761627197,0.625
7,15,2.2124392986297607,0.625
7,16,2.1729562282562256,0.6875
7,17,2.1340527534484863,0.8125
7,18,2.0986008644104004,0.8125
7,19,2.0709731578826904,0.8125
7,20,2.0570735931396484,0.9375
8,1,3.6799514293670654,0.3125
8,2,2.669969081878662,0.75
8,3,2.3644907474517822,0.6875
8,4,2.6810379028320312,0.5625
8,5,2.901768445968628,0.375
8,6,2.8331077098846436,0.375
8,7,2.6405887603759766,0.5
8,8,2.4631128311157227,0.625
8,9,2.3650424480438232,0.625
8,10,2.3266701698303223,0.6875
8,11,2.3209757804870605,0.6875
8,12,2.307744026184082,0.6875
8,13,2.2887344360351562,0.75
8,14,2.265582323074341,0.8125
8,15,2.239776372909546,0.8125
8,16,2.212661027908325,0.8125
8,17,2.1854512691497803,0.8125
8,18,2.159254550933838,0.875
