epoch,loss
1,3.267221212387085
2,3.088449239730835
3,2.674966335296631
4,2.758150577545166
5,2.847141742706299
6,2.7488362789154053
7,2.62518310546875
8,2.6228623390197754
9,2.6624722480773926
10,2.608170747756958
11,2.589301109313965
12,2.556523323059082
13,2.513274908065796
14,2.462753772735596
15,2.408019781112671
16,2.3521175384521484
17,2.298207998275757
18,2.249732732772827
19,2.210820436477661
20,2.1871137619018555
