epoch,loss
1,2.158676862716675
2,2.139431953430176
3,2.118804931640625
4,2.096896171569824
5,2.0757200717926025
6,2.057450532913208
7,2.042853355407715
8,2.032763957977295
9,2.027173519134521
10,2.0256664752960205
11,2.0274667739868164
12,2.0309948921203613
13,2.0342507362365723
14,2.0356483459472656
15,2.0343422889709477
16,2.030369281768799
17,2.025176763534546
18,2.0226974487304688
19,2.023624897003174
20,2.024232864379883
