epoch,loss
1,2.118939161300659
2,2.130796194076538
3,2.13163423538208
4,2.12280011177063
5,2.106532096862793
6,2.085802793502808
7,2.0645596981048584
8,2.0478320121765137
9,2.0397093296051025
10,2.0397119522094727
11,2.0440995693206787
12,2.0492751598358154
13,2.052805662155152
14,2.05340576171875
15,2.0507631301879883
16,2.045373916625977
17,2.038430690765381
18,2.031712293624878
19,2.027154922485352
20,2.02562952041626
