stu_id,epoch,loss,accuracy
4,13,2.3543543815612793,0.5
4,14,2.312861680984497,0.5
4,15,2.2664339542388916,0.5625
4,16,2.218015193939209,0.625
4,17,2.171064853668213,0.6875
4,18,2.129923105239868,0.75
4,19,2.0993258953094482,0.75
4,20,2.081657648086548,0.75
5,1,3.666930913925171,0.4375
5,2,2.983381748199463,0.375
5,3,2.588871479034424,0.4375
5,4,2.465891122817993,0.75
5,5,2.465149402618408,0.8125
5,6,2.4612984657287598,0.8125
5,7,2.4678635597229004,0.625
5,8,2.4850919246673584,0.5
5,9,2.485356330871582,0.4375
5,10,2.414665460586548,0.375
5,11,2.396488666534424,0.375
5,12,2.3654327392578125,0.4375
5,13,2.3249197006225586,0.4375
5,14,2.2783782482147217,0.5
5,15,2.2294607162475586,0.5
5,16,2.1823480129241943,0.6875
5,17,2.1417019367218018,0.75
5,18,2.111349105834961,0.9375
5,19,2.091967821121216,0.9375
5,20,2.081106662750244,0.875
6,1,3.385749578475952,0.5625
6,2,2.8874058723449707,0.5
6,3,2.4781970977783203,0.5
6,4,2.6121442317962646,0.75
6,5,2.666337490081787,0.75
6,6,2.5765066146850586,0.625
6,7,2.4233193397521973,0.625
6,8,2.371732234954834,0.4375
6,9,2.4776084423065186,0.4375
6,10,2.519390821456909,0.375
6,11,2.507981300354004,0.375
6,12,2.4798686504364014,0.375
6,13,2.438933849334717,0.375
6,14,2.3885324001312256,0.375
6,15,2.331678628921509,0.5
6,16,2.2715225219726562,0.5
6,17,2.2117371559143066,0.625
6,18,2.157301425933838,0.625
6,19,2.1147780418395996,0.625
6,20,2.088653087615967,0.8125
7,1,3.025162696838379,0.625
7,2,3.0027122497558594,0.4375
7,3,2.3184657096862793,0.5625
7,4,2.48771333694458,0.6875
7,5,2.693727970123291,0.625
7,6,2.635786533355713,0.625
7,7,2.4171440601348877,0.5625
7,8,2.2446608543395996,0.5
7,9,2.371957540512085,0.4375
7,10,2.491234064102173,0.375
7,11,2.4849138259887695,0.375
7,12,2.4612534046173096,0.4375
7,13,2.424201011657715,0.4375
7,14,2.3772387504577637,0.4375
7,15,2.3236517906188965,0.4375
7,16,2.2668466567993164,0.5
7,17,2.2107911109924316,0.5625
7,18,2.16051983833313,0.75
7,19,2.1217310428619385,0.8125
7,20,2.097598075866699,0.875
8,1,3.4956424236297607,0.3125
8,2,2.8065032958984375,0.5625
8,3,2.342637777328491,0.625
8,4,2.5782968997955322,0.625
8,5,2.7192633152008057,0.625
8,6,2.6105971336364746,0.5
8,7,2.3815762996673584,0.6875
8,8,2.2883048057556152,0.625
8,9,2.3730154037475586,0.625
8,10,2.429020881652832,0.5625
8,11,2.4223790168762207,0.5625
8,12,2.402132987976074,0.5625
8,13,2.3713302612304688,0.5625
8,14,2.3327414989471436,0.5625
8,15,2.2889630794525146,0.5625
8,16,2.242565393447876,0.625
8,17,2.196298837661743,0.75
8,18,2.1535754203796387,0.75
8,19,2.118807077407837,0.75
8,20,2.096625566482544,0.8125
9,1,3.32051944732666,0.5
9,2,2.869321346282959,0.5
9,3,2.4432761669158936,0.5
9,4,2.5447287559509277,0.625
9,5,2.671830654144287,0.625
9,6,2.5809221267700195,0.5625
9,7,2.398568630218506,0.5625
9,8,2.3298943042755127,0.5625
9,9,2.425886631011963,0.5
9,10,2.4319324493408203,0.5
9,11,2.417149066925049,0.5
9,12,2.3881125450134277,0.5
9,13,2.3484067916870117,0.5
9,14,2.3013782501220703,0.5
9,15,2.2503840923309326,0.5
9,16,2.1992006301879883,0.625
9,17,2.152646780014038,0.75
9,18,2.1167612075805664,0.875
9,19,2.095762252807617,0.9375
9,20,2.0878844261169434,0.875
10,1,2.6793792247772217,0.8125
10,2,2.818760633468628,0.5
10,3,2.5113372802734375,0.3125
10,4,2.627683401107788,0.5625
10,5,2.705402374267578,0.5625
10,6,2.5426130294799805,0.625
10,7,2.293651580810547,0.625
10,8,2.237919569015503,0.5625
10,9,2.368652105331421,0.5625
10,10,2.40329909324646,0.5
10,11,2.3926069736480713,0.5
10,12,2.3686270713806152,0.5
10,13,2.3348658084869385,0.5
10,14,2.294586181640625,0.5
10,15,2.251009941101074,0.5625
10,16,2.2074785232543945,0.6875
10,17,2.167402982711792,0.75
10,18,2.133723020553589,0.875
10,19,2.1080267429351807,0.9375
10,20,2.090376615524292,0.9375
11,1,2.878715991973877,0.75
11,2,2.6091647148132324,0.6875
11,3,2.494826555252075,0.5
11,4,2.728591203689575,0.375
11,5,2.8785300254821777,0.4375
11,6,2.8071107864379883,0.5
11,7,2.629976272583008,0.4375
11,8,2.4690046310424805,0.4375
11,9,2.3891425132751465,0.5625
11,10,2.3243491649627686,0.5
11,11,2.313563346862793,0.5
11,12,2.2942168712615967,0.5
11,13,2.2686405181884766,0.5625
11,14,2.238961696624756,0.6875
11,15,2.207393169403076,0.75
11,16,2.1759305000305176,0.75
11,17,2.146559238433838,0.9375
11,18,2.120950698852539,1.0
11,19,2.100259780883789,1.0
11,20,2.0850794315338135,1.0
12,1,3.558337688446045,0.375
12,2,2.972799301147461,0.5
12,3,2.43017578125,0.625
12,4,2.497415542602539,0.6875
12,5,2.6908304691314697,0.625
12,6,2.6685070991516113,0.5625
12,7,2.5126123428344727,0.625
12,8,2.4286210536956787,0.625
12,9,2.441812038421631,0.5
12,10,2.427327871322632,0.5
12,11,2.4164621829986572,0.5
12,12,2.3943066596984863,0.5625
12,13,2.36378812789917,0.5625
12,14,2.327712059020996,0.5625
12,15,2.288766860961914,0.625
12,16,2.2495181560516357,0.8125
12,17,2.212317705154419,0.8125
12,18,2.1791181564331055,0.8125
12,19,2.1512482166290283,0.8125
12,20,2.1292715072631836,0.75
13,1,3.2267556190490723,0.5
13,2,2.7011077404022217,0.4375
13,3,2.421895742416382,0.5
13,4,2.5889413356781006,0.625
13,5,2.687112331390381,0.625
13,6,2.563866138458252,0.5625
13,7,2.3120980262756348,0.6875
13,8,2.204298496246338,0.4375
13,9,2.414107084274292,0.375
13,10,2.5109291076660156,0.4375
13,11,2.502227783203125,0.4375
13,12,2.4772863388061523,0.4375
13,13,2.4401016235351562,0.4375
13,14,2.394228458404541,0.4375
13,15,2.3429763317108154,0.5625
13,16,2.289545774459839,0.625
13,17,2.237072229385376,0.625
13,18,2.1885013580322266,0.6875
13,19,2.1463048458099365,0.75
13,20,2.112342596054077,0.8125
14,1,3.9443717002868652,0.25
14,2,2.971921443939209,0.4375
14,3,2.5446224212646484,0.5625
14,4,2.5442824363708496,0.625
14,5,2.630436897277832,0.6875
14,6,2.5996315479278564,0.625
14,7,2.5274102687835693,0.75
14,8,2.4917540550231934,0.5625
14,9,2.4708352088928223,0.625
14,10,2.403606653213501,0.6875
14,11,2.389470338821411,0.625
14,12,2.3653757572174072,0.5625
14,13,2.333458423614502,0.5625
14,14,2.295785665512085,0.5625
14,15,2.2543773651123047,0.5625
14,16,2.2113301753997803,0.625
14,17,2.168990135192871,0.6875
14,18,2.13020920753479,0.75
14,19,2.098639965057373,0.75
14,20,2.0784523487091064,0.8125
15,1,3.6119723320007324,0.4375
15,2,2.8493738174438477,0.6875
15,3,2.478015422821045,0.75
15,4,2.6592905521392822,0.5
15,5,2.8283255100250244,0.5
15,6,2.769028663635254,0.4375
15,7,2.638688564300537,0.375
15,8,2.572892427444458,0.5625
15,9,2.5401811599731445,0.5625
15,10,2.450986623764038,0.625
15,11,2.4338603019714355,0.625
15,12,2.40716814994812,0.625
15,13,2.373330593109131,0.625
15,14,2.334552764892578,0.6875
15,15,2.29288911819458,0.75
15,16,2.2503228187561035,0.8125
15,17,2.2088441848754883,0.8125
15,18,2.1705338954925537,0.8125
15,19,2.1376144886016846,0.8125
15,20,2.112377643585205,0.875
16,1,3.0362532138824463,0.3125
16,2,2.465183973312378,0.75
16,3,2.3736889362335205,0.8125
16,4,2.5969467163085938,0.5
16,5,2.700911045074463,0.3125
16,6,2.492349863052368,0.3125
16,7,2.232928514480591,0.5625
16,8,2.297207832336426,0.625
16,9,2.397005558013916,0.6875
16,10,2.377934217453003,0.75
16,11,2.3648715019226074,0.75
16,12,2.341750383377075,0.75
16,13,2.3109116554260254,0.75
16,14,2.2743194103240967,0.75
16,15,2.2336859703063965,0.75
16,16,2.1906094551086426,0.75
16,17,2.1467316150665283,0.75
16,18,2.1041109561920166,0.8125
16,19,2.066385269165039,0.8125
16,20,2.041595697402954,0.8125
17,1,3.3969979286193848,0.4375
17,2,2.9290273189544678,0.4375
17,3,2.471743583679199,0.5625
17,4,2.304413318634033,0.8125
17,5,2.53794002532959,0.625
17,6,2.6668193340301514,0.5625
17,7,2.621250867843628,0.5625
17,8,2.5702013969421387,0.5625
17,9,2.560695171356201,0.5
17,10,2.4996845722198486,0.4375
17,11,2.4825429916381836,0.4375
17,12,2.452740430831909,0.4375
17,13,2.4134199619293213,0.4375
17,14,2.3676440715789795,0.4375
17,15,2.3184187412261963,0.375
17,16,2.269289016723633,0.5625
17,17,2.2239491939544678,0.6875
17,18,2.1860756874084473,0.8125
17,19,2.158235549926758,0.8125
17,20,2.140375852584839,0.75
18,1,3.162447452545166,0.4375
18,2,2.7961819171905518,0.6875
18,3,2.4353225231170654,0.625
18,4,2.6006083488464355,0.3125
18,5,2.855292558670044,0.3125
18,6,2.791038751602173,0.4375
18,7,2.5681710243225098,0.75
18,8,2.3863792419433594,0.6875
18,9,2.3056788444519043,0.75
18,10,2.269365072250366,0.75
18,11,2.2630128860473633,0.75
18,12,2.2489819526672363,0.75
18,13,2.229146718978882,0.75
18,14,2.2053117752075195,0.75
18,15,2.1792476177215576,0.8125
18,16,2.1527328491210938,0.8125
18,17,2.1277575492858887,0.9375
18,18,2.106623649597168,0.9375
18,19,2.091968059539795,0.9375
18,20,2.0861592292785645,0.9375
19,1,3.5485951900482178,0.375
19,2,2.966294288635254,0.4375
19,3,2.493556022644043,0.5625
19,4,2.521902322769165,0.625
19,5,2.597791910171509,0.625
19,6,2.506007671356201,0.625
19,7,2.363300085067749,0.8125
19,8,2.3028531074523926,0.75
19,9,2.3596112728118896,0.625
19,10,2.425138473510742,0.5625
19,11,2.4193897247314453,0.5
19,12,2.3991990089416504,0.5
19,13,2.367461681365967,0.5
19,14,2.3267900943756104,0.5
19,15,2.2796173095703125,0.5
19,16,2.2283666133880615,0.5
19,17,2.1757583618164062,0.625
19,18,2.1254942417144775,0.625
19,19,2.0837745666503906,0.75
19,20,2.060080051422119,0.6875
