epoch,loss
1,2.420623302459717
2,2.391423463821411
3,2.36435341835022
4,2.3384737968444824
5,2.3131611347198486
6,2.30612850189209
7,2.3151774406433105
8,2.322105407714844
9,2.3262715339660645
10,2.327763319015503
11,2.326807737350464
12,2.3236794471740723
13,2.318679094314575
14,2.312138319015503
15,2.304424524307251
16,2.295933723449707
17,2.2870736122131348
18,2.278229236602783
19,2.2697408199310303
20,2.26196837425232
